Nr;X;Blok_Rij_Plantnr;Score MG;Vers netto;Droog netto;DS;DMY (kg/ha);Datum;Uur;;;;
1295;;BLOK I_41_15;3;115,8;38,1;0,33;4233;12/04/2022;17:12;;;;
1296;;BLOK I_41_16;2;64,8;22,1;0,34;2456;12/04/2022;17:12;;;;
1297;;BLOK I_41_17;1;35,6;12,6;0,35;1400;12/04/2022;17:12;;;;
1298;;BLOK I_41_18;3;69;20,1;0,29;2233;12/04/2022;17:12;;;;
1299;;BLOK I_41_19;2;78,4;24,1;0,31;2678;12/04/2022;17:12;;;;
1300;;BLOK I_41_20;3;131,5;36,6;0,28;4067;12/04/2022;17:12;;;;
1301;;BLOK I_41_21;2;103,2;33,1;0,32;3678;12/04/2022;17:12;;;;
1302;;BLOK I_41_22;0;-4,9;-4,9;1;-544;12/04/2022;17:12;;;;
1303;;BLOK I_41_23;2;112,1;33,1;0,3;3678;12/04/2022;17:12;;;;
1304;;BLOK I_41_24;3;161,3;44,1;0,27;4900;12/04/2022;17:12;;;;
1305;;BLOK I_41_25;1;-4,9;-4,9;1;-544;12/04/2022;17:12;;;;
1306;;BLOK I_41_26;4;202,5;52,6;0,26;5844;12/04/2022;17:12;;;;
1307;;BLOK I_41_27;0;-4,9;-4,9;1;-544;12/04/2022;17:12;;;;
1308;;BLOK I_41_28;1;80,2;28,6;0,36;3178;12/04/2022;17:12;;;;
1309;;BLOK I_41_29;1;109,6;36,1;0,33;4011;12/04/2022;17:12;;;;
1310;;BLOK I_41_30;1;97,4;35,6;0,37;3956;12/04/2022;17:12;;;;
1311;;BLOK I_41_31;3;107,8;35,1;0,33;3900;12/04/2022;17:12;;;;
1312;;BLOK I_41_32;5;466,9;121,1;0,26;13456;12/04/2022;17:12;;;;
1313;;BLOK I_42_1;3;221;72,6;0,33;8067;12/04/2022;17:22;;;;
1314;;BLOK I_42_2;2;185,8;67,6;0,36;7511;12/04/2022;17:22;;;;
1315;;BLOK I_42_3;0;38,7;16,1;0,42;1789;12/04/2022;17:22;;;;
1316;;BLOK I_42_4;3;203,3;59,6;0,29;6622;12/04/2022;17:22;;;;
1317;;BLOK I_42_5;3;101,1;32,6;0,32;3622;12/04/2022;17:22;;;;
1318;;BLOK I_42_6;3;156,3;56,1;0,36;6233;12/04/2022;17:22;;;;
1319;;BLOK I_42_7;2;146,6;51,6;0,35;5733;12/04/2022;17:22;;;;
1320;;BLOK I_42_8;4;191,1;66,6;0,35;7400;12/04/2022;17:22;;;;
1321;;BLOK I_42_9;0;-4,9;-4,9;1;-544;12/04/2022;17:22;;;;
1322;;BLOK I_42_10;2;119,7;33,6;0,28;3733;12/04/2022;17:22;;;;
1323;;BLOK I_42_11;2;152,1;63,6;0,42;7067;12/04/2022;17:22;;;;
1324;;BLOK I_42_12;2;151,5;47,1;0,31;5233;12/04/2022;17:22;;;;
1325;;BLOK I_42_13;2;133,7;44,1;0,33;4900;12/04/2022;17:22;;;;
1326;;BLOK I_42_14;3;213;76,6;0,36;8511;12/04/2022;17:22;;;;
1327;;BLOK I_42_15;3;170;51,6;0,3;5733;12/04/2022;17:22;;;;
1328;;BLOK I_42_16;2;160,9;52,6;0,33;5844;12/04/2022;17:22;;;;
1329;;BLOK I_42_17;2;135;47,6;0,35;5289;12/04/2022;17:22;;;;
1330;;BLOK I_42_18;2;113,5;40,1;0,35;4456;12/04/2022;17:22;;;;
1331;;BLOK I_42_19;2;102,2;37,1;0,36;4122;12/04/2022;17:22;;;;
1332;;BLOK I_42_20;3;139;45,6;0,33;5067;12/04/2022;17:22;;;;
1333;;BLOK I_42_21;3;146,8;43,6;0,3;4844;12/04/2022;17:22;;;;
1334;;BLOK I_42_22;3;195,9;62,1;0,32;6900;12/04/2022;17:22;;;;
1335;;BLOK I_42_23;1;-4,9;-4,9;1;-544;12/04/2022;17:22;;;;
1336;;BLOK I_42_24;2;119,5;43,1;0,36;4789;12/04/2022;17:22;;;;
1337;;BLOK I_42_25;3;127,2;38,1;0,3;4233;12/04/2022;17:22;;;;
1338;;BLOK I_42_26;3;200,6;68,6;0,34;7622;12/04/2022;17:22;;;;
1339;;BLOK I_42_27;3;163,4;54,6;0,33;6067;12/04/2022;17:22;;;;
1340;;BLOK I_42_28;0;-4,9;-4,9;1;-544;12/04/2022;17:22;;;;
1341;;BLOK I_42_29;3;237;74,1;0,31;8233;12/04/2022;17:22;;;;
1342;;BLOK I_42_30;2;176,7;56,6;0,32;6289;12/04/2022;17:22;;;;
1343;;BLOK I_42_31;5;440,8;137,1;0,31;15233;12/04/2022;17:22;;;;
1344;;BLOK I_42_32;1;70,4;26,1;0,37;2900;12/04/2022;17:22;;;;
1345;;BLOK I_43_1;3;220,5;69,1;0,31;7678;12/04/2022;17:30;;;;
1346;;BLOK I_43_2;2;100,6;34,6;0,34;3844;12/04/2022;17:30;;;;
1347;;BLOK I_43_3;1;-4,9;-4,9;1;-544;12/04/2022;17:30;;;;
1348;;BLOK I_43_4;4;237;74,1;0,31;8233;12/04/2022;17:30;;;;
1349;;BLOK I_43_5;1;19,6;6,6;0,34;733;12/04/2022;17:30;;;;
1350;;BLOK I_43_6;2;78,7;25,6;0,33;2844;12/04/2022;17:30;;;;
1351;;BLOK I_43_7;2;100,3;34,1;0,34;3789;12/04/2022;17:30;;;;
1352;;BLOK I_43_8;4;185,6;64,1;0,35;7122;12/04/2022;17:30;;;;
1353;;BLOK I_43_9;0;-4,9;-4,9;1;-544;12/04/2022;17:30;;;;
1354;;BLOK I_43_10;1;60,4;18,1;0,3;2011;12/04/2022;17:30;;;;
1355;;BLOK I_43_11;1;28,4;11,1;0,39;1233;12/04/2022;17:30;;;;
1356;;BLOK I_43_12;2;82,1;26,6;0,32;2956;12/04/2022;17:30;;;;
1357;;BLOK I_43_13;1;31,8;11,6;0,36;1289;12/04/2022;17:30;;;;
1358;;BLOK I_43_14;3;169,5;51,6;0,3;5733;12/04/2022;17:30;;;;
1359;;BLOK I_43_15;3;149;44,1;0,3;4900;12/04/2022;17:30;;;;
1360;;BLOK I_43_16;3;138,5;43,1;0,31;4789;12/04/2022;17:30;;;;
1361;;BLOK I_43_17;2;91;27,1;0,3;3011;12/04/2022;17:30;;;;
1362;;BLOK I_43_18;0;-4,9;-4,9;1;-544;12/04/2022;17:30;;;;
1363;;BLOK I_43_19;1;92,3;30,6;0,33;3400;12/04/2022;17:30;;;;
1364;;BLOK I_43_20;2;128,4;40,6;0,32;4511;12/04/2022;17:30;;;;
1365;;BLOK I_43_21;1;54,4;18,1;0,33;2011;12/04/2022;17:30;;;;
1366;;BLOK I_43_22;3;194,6;58,1;0,3;6456;12/04/2022;17:30;;;;
1367;;BLOK I_43_23;2;146,8;44,1;0,3;4900;12/04/2022;17:30;;;;
1368;;BLOK I_43_24;2;149;45,1;0,3;5011;12/04/2022;17:30;;;;
1369;;BLOK I_43_25;2;141,3;39,6;0,28;4400;12/04/2022;17:30;;;;
1370;;BLOK I_43_26;2;129,6;39,6;0,31;4400;12/04/2022;17:30;;;;
1371;;BLOK I_43_27;3;174,6;54,6;0,31;6067;12/04/2022;17:30;;;;
1372;;BLOK I_43_28;3;175,6;59,1;0,34;6567;12/04/2022;17:30;;;;
1373;;BLOK I_43_29;0;-4,9;-4,9;1;-544;12/04/2022;17:30;;;;
1374;;BLOK I_43_30;3;238,1;81,1;0,34;9011;12/04/2022;17:30;;;;
1375;;BLOK I_43_31;0;-4,9;-4,9;1;-544;12/04/2022;17:30;;;;
1376;;BLOK I_43_32;3;194,8;68,1;0,35;7567;12/04/2022;17:30;;;;
1377;;BLOK I_44_1;0;-4,9;-4,9;1;-544;12/04/2022;17:42;;;;
1378;;BLOK I_44_2;2;144,9;46,1;0,32;5122;12/04/2022;17:42;;;;
1379;;BLOK I_44_3;1;16,6;5,6;0,34;622;12/04/2022;17:42;;;;
1380;;BLOK I_44_4;2;125;41,1;0,33;4567;12/04/2022;17:42;;;;
1381;;BLOK I_44_5;2;125,5;37,6;0,3;4178;12/04/2022;17:42;;;;
1382;;BLOK I_44_6;3;133,8;42,6;0,32;4733;12/04/2022;17:42;;;;
1383;;BLOK I_44_7;2;65,9;21,1;0,32;2344;12/04/2022;17:42;;;;
1384;;BLOK I_44_8;3;156,8;49,6;0,32;5511;12/04/2022;17:42;;;;
1385;;BLOK I_44_9;3;132,8;39,6;0,3;4400;12/04/2022;17:42;;;;
1386;;BLOK I_44_10;2;128,9;41,6;0,32;4622;12/04/2022;17:42;;;;
1387;;BLOK I_44_11;3;209,5;71,1;0,34;7900;12/04/2022;17:42;;;;
1388;;BLOK I_44_12;3;167,3;54,6;0,33;6067;12/04/2022;17:42;;;;
1389;;BLOK I_44_13;3;197,7;60,1;0,3;6678;12/04/2022;17:42;;;;
1390;;BLOK I_44_14;3;156,1;53,1;0,34;5900;12/04/2022;17:42;;;;
1391;;BLOK I_44_15;2;111,8;33,1;0,3;3678;12/04/2022;17:42;;;;
1392;;BLOK I_44_16;1;39,9;13,1;0,33;1456;12/04/2022;17:42;;;;
1393;;BLOK I_44_17;2;87,3;29,6;0,34;3289;12/04/2022;17:42;;;;
1394;;BLOK I_44_18;1;104,2;39,1;0,38;4344;12/04/2022;17:42;;;;
1395;;BLOK I_44_19;2;124,8;42,1;0,34;4678;12/04/2022;17:42;;;;
1396;;BLOK I_44_20;1;48,5;16,1;0,33;1789;12/04/2022;17:42;;;;
1397;;BLOK I_44_21;1;68,8;22,6;0,33;2511;12/04/2022;17:42;;;;
1398;;BLOK I_44_22;3;213,4;63,1;0,3;7011;12/04/2022;17:42;;;;
1399;;BLOK I_44_23;2;122,6;37,1;0,3;4122;12/04/2022;17:42;;;;
1400;;BLOK I_44_24;2;150,3;49,6;0,33;5511;12/04/2022;17:42;;;;
1401;;BLOK I_44_25;3;149,5;48,1;0,32;5344;12/04/2022;17:42;;;;
1402;;BLOK I_44_26;2;161,4;60,1;0,37;6678;12/04/2022;17:42;;;;
1403;;BLOK I_44_27;2;111,4;39,1;0,35;4344;12/04/2022;17:42;;;;
1404;;BLOK I_44_28;3;159,3;54,6;0,34;6067;12/04/2022;17:42;;;;
1405;;BLOK I_44_29;3;163,6;47,1;0,29;5233;12/04/2022;17:42;;;;
1406;;BLOK I_44_30;2;172,1;62,1;0,36;6900;12/04/2022;17:42;;;;
1407;;BLOK I_44_31;3;102;39,6;0,39;4400;12/04/2022;17:42;;;;
1408;;BLOK I_44_32;2;248,6;86,6;0,35;9622;12/04/2022;17:42;;;;
1409;;BLOK II_1_1;1;28,8;7,5;0,26;833;13/04/2022;9:07;;;;
1410;;BLOK II_1_2;3;242,1;65;0,27;7222;13/04/2022;9:07;;;;
1411;;BLOK II_1_3;2;140,8;35,4;0,25;3933;13/04/2022;9:07;;;;
1412;;BLOK II_1_4;1;57,3;13,7;0,24;1522;13/04/2022;9:07;;;;
1413;;BLOK II_1_5;4;231,8;59,9;0,26;6656;13/04/2022;9:07;;;;
1414;;BLOK II_1_6;3;238,8;67;0,28;7444;13/04/2022;9:07;;;;
1415;;BLOK II_1_7;0;-4,9;-4,9;1;-544;13/04/2022;9:07;;;;
1416;;BLOK II_1_8;2;175,2;39,9;0,23;4433;13/04/2022;9:07;;;;
1417;;BLOK II_1_9;2;83,7;24;0,29;2667;13/04/2022;9:07;;;;
1418;;BLOK II_1_10;2;103;30,9;0,3;3433;13/04/2022;9:07;;;;
1419;;BLOK II_1_11;1;23,8;7,5;0,32;833;13/04/2022;9:07;;;;
1420;;BLOK II_1_12;1;16,2;5,3;0,33;589;13/04/2022;9:07;;;;
1421;;BLOK II_1_13;2;148,8;39,4;0,26;4378;13/04/2022;9:07;;;;
1422;;BLOK II_1_14;1;38,8;12,5;0,32;1389;13/04/2022;9:07;;;;
1423;;BLOK II_1_15;4;235,3;51;0,22;5667;13/04/2022;9:07;;;;
1424;;BLOK II_1_16;3;213,3;62,7;0,29;6967;13/04/2022;9:07;;;;
1425;;BLOK II_1_17;0;-4,9;-4,9;1;-544;13/04/2022;9:07;;;;
1426;;BLOK II_1_18;2;142,3;34;0,24;3778;13/04/2022;9:07;;;;
1427;;BLOK II_1_19;2;111,7;25,7;0,23;2856;13/04/2022;9:07;;;;
1428;;BLOK II_1_20;2;172,1;48,9;0,28;5433;13/04/2022;9:07;;;;
1429;;BLOK II_1_21;2;209,3;50,2;0,24;5578;13/04/2022;9:07;;;;
1430;;BLOK II_1_22;2;227,3;69,2;0,3;7689;13/04/2022;9:07;;;;
1431;;BLOK II_1_23;2;173,9;43,9;0,25;4878;13/04/2022;9:07;;;;
1432;;BLOK II_1_24;1;40,3;11,1;0,28;1233;13/04/2022;9:07;;;;
1433;;BLOK II_1_25;2;168,2;40,6;0,24;4511;13/04/2022;9:07;;;;
1434;;BLOK II_1_26;2;94;24;0,26;2667;13/04/2022;9:07;;;;
1435;;BLOK II_1_27;2;117;36,2;0,31;4022;13/04/2022;9:07;;;;
1436;;BLOK II_1_28;3;159,6;37,5;0,23;4167;13/04/2022;9:07;;;;
1437;;BLOK II_1_29;3;222,9;51,6;0,23;5733;13/04/2022;9:07;;;;
1438;;BLOK II_1_30;1;7,1;2,1;0,3;233;13/04/2022;9:07;;;;
1439;;BLOK II_1_31;5;444,1;111;0,25;12333;13/04/2022;9:07;;;;
1440;;BLOK II_1_32;2;111,4;35,2;0,32;3911;13/04/2022;9:07;;;;
1441;x;BLOK II_2_1;2;119,2;28,3;0,24;3144;13/04/2022;9:15;;;;
1442;x;BLOK II_2_2;2;92,8;22,7;0,24;2522;13/04/2022;9:15;;;;
1443;x;BLOK II_2_3;3;194,9;45,1;0,23;5011;13/04/2022;9:15;;;;
1444;x;BLOK II_2_4;5;332,9;80,8;0,24;8978;13/04/2022;9:15;;;;
1445;x;BLOK II_2_5;3;165,3;35,7;0,22;3967;13/04/2022;9:15;;;;
1446;x;BLOK II_2_6;3;187,7;42,9;0,23;4767;13/04/2022;9:15;;;;
1447;x;BLOK II_2_7;0;-4,9;-4,9;1;-544;13/04/2022;9:15;;;;
1448;x;BLOK II_2_8;3;169,5;40,2;0,24;4467;13/04/2022;9:15;;;;
1449;x;BLOK II_2_9;1;124,5;31,9;0,26;3544;13/04/2022;9:15;;;;
1450;x;BLOK II_2_10;2;169,7;48;0,28;5333;13/04/2022;9:15;;;;
1451;x;BLOK II_2_11;1;89;26,5;0,3;2944;13/04/2022;9:15;;;;
1452;x;BLOK II_2_12;3;228,4;53,1;0,23;5900;13/04/2022;9:15;;;;
1453;x;BLOK II_2_13;1;86,7;24,5;0,28;2722;13/04/2022;9:15;;;;
1454;x;BLOK II_2_14;1;86,4;24,4;0,28;2711;13/04/2022;9:15;;;;
1455;x;BLOK II_2_15;3;138,6;33,6;0,24;3733;13/04/2022;9:15;;;;
1456;x;BLOK II_2_16;1;18,8;4,1;0,22;456;13/04/2022;9:15;;;;
1457;x;BLOK II_2_17;2;162,4;46;0,28;5111;13/04/2022;9:15;;;;
1458;x;BLOK II_2_18;2;136,1;33,7;0,25;3744;13/04/2022;9:15;;;;
1459;x;BLOK II_2_19;1;35,2;12;0,34;1333;13/04/2022;9:15;;;;
1460;x;BLOK II_2_20;2;110,1;28,6;0,26;3178;13/04/2022;9:15;;;;
1461;x;BLOK II_2_21;3;150,6;36,2;0,24;4022;13/04/2022;9:15;;;;
1462;x;BLOK II_2_22;2;143,5;31,4;0,22;3489;13/04/2022;9:15;;;;
1463;x;BLOK II_2_23;2;176,9;47,3;0,27;5256;13/04/2022;9:15;;;;
1464;x;BLOK II_2_24;2;226;62,3;0,28;6922;13/04/2022;9:15;;;;
1465;x;BLOK II_2_25;4;280,9;65;0,23;7222;13/04/2022;9:15;;;;
1466;x;BLOK II_2_26;4;291,5;65,6;0,23;7289;13/04/2022;9:15;;;;
1467;x;BLOK II_2_27;1;63,3;14,9;0,24;1656;13/04/2022;9:15;;;;
1468;x;BLOK II_2_28;2;171;50,6;0,3;5622;13/04/2022;9:15;;;;
1469;x;BLOK II_2_29;2;173,6;39,1;0,23;4344;13/04/2022;9:15;;;;
1470;x;BLOK II_2_30;2;92,1;54,4;0,59;6044;13/04/2022;9:15;Aarde;;;
1471;x;BLOK II_2_31;4;272,1;61,2;0,22;6800;13/04/2022;9:15;;;;
1472;x;BLOK II_2_32;5;436,5;102;0,23;11333;13/04/2022;9:15;;;;
1473;x;BLOK II_3_1;2;161,6;35,2;0,22;3911;13/04/2022;9:37;;;;
1474;x;BLOK II_3_2;3;190,7;44,3;0,23;4922;13/04/2022;9:37;;;;
1475;x;BLOK II_3_3;4;312,4;75,6;0,24;8400;13/04/2022;9:37;;;;
1476;x;BLOK II_3_4;4;276,6;60,8;0,22;6756;13/04/2022;9:37;;;;
1477;x;BLOK II_3_5;2;71,3;18,4;0,26;2044;13/04/2022;9:37;;;;
1478;x;BLOK II_3_6;2;92,8;22,3;0,24;2478;13/04/2022;9:37;;;;
1479;x;BLOK II_3_7;2;99,7;26,5;0,27;2944;13/04/2022;9:37;;;;
1480;x;BLOK II_3_8;2;151,7;41,1;0,27;4567;13/04/2022;9:37;;;;
1481;x;BLOK II_3_9;1;-4,9;-4,9;1;-544;13/04/2022;9:37;;;;
1482;x;BLOK II_3_10;3;213,6;47;0,22;5222;13/04/2022;9:37;;;;
1483;x;BLOK II_3_11;3;148,9;34,6;0,23;3844;13/04/2022;9:37;;;;
1484;x;BLOK II_3_12;2;140,7;39;0,28;4333;13/04/2022;9:37;;;;
1485;x;BLOK II_3_13;2;109;26,5;0,24;2944;13/04/2022;9:37;;;;
1486;x;BLOK II_3_14;4;190,9;42,3;0,22;4700;13/04/2022;9:37;;;;
1487;x;BLOK II_3_15;3;136,1;28,3;0,21;3144;13/04/2022;9:37;;;;
1488;x;BLOK II_3_16;4;253,2;59,1;0,23;6567;13/04/2022;9:37;;;;
1489;x;BLOK II_3_17;1;59,1;14,6;0,25;1622;13/04/2022;9:37;;;;
1490;x;BLOK II_3_18;3;149,3;32,7;0,22;3633;13/04/2022;9:37;;;;
1491;x;BLOK II_3_19;1;-4,9;-4,9;1;-544;13/04/2022;9:37;;;;
1492;x;BLOK II_3_20;3;237,2;56,4;0,24;6267;13/04/2022;9:37;;;;
1493;x;BLOK II_3_21;3;216,1;46,9;0,22;5211;13/04/2022;9:37;;;;
1494;x;BLOK II_3_22;3;169,9;45,4;0,27;5044;13/04/2022;9:37;;;;
1495;x;BLOK II_3_23;1;19,9;6;0,3;667;13/04/2022;9:37;;;;
1496;x;BLOK II_3_24;3;194,7;46,3;0,24;5144;13/04/2022;9:37;;;;
1497;x;BLOK II_3_25;1;33,3;7,8;0,23;867;13/04/2022;9:37;;;;
1498;x;BLOK II_3_26;2;149,8;35,2;0,23;3911;13/04/2022;9:37;;;;
1499;x;BLOK II_3_27;3;218,2;50;0,23;5556;13/04/2022;9:37;;;;
1500;x;BLOK II_3_28;1;21,9;5,3;0,24;589;13/04/2022;9:37;;;;
1501;x;BLOK II_3_29;3;227,9;54,8;0,24;6089;13/04/2022;9:37;;;;
1502;x;BLOK II_3_30;2;159,7;43,7;0,27;4856;13/04/2022;9:37;;;;
1503;x;BLOK II_3_31;5;403,7;98,3;0,24;10922;13/04/2022;9:37;;;;
1504;x;BLOK II_3_32;3;168,3;40,6;0,24;4511;13/04/2022;9:37;;;;
1505;;BLOK II_4_1;4;253,5;68,1;0,27;7567;13/04/2022;9:45;;;;
1506;;BLOK II_4_2;2;131,3;34,6;0,26;3844;13/04/2022;9:45;;;;
1507;;BLOK II_4_3;1;15,7;4,6;0,29;511;13/04/2022;9:45;;;;
1508;;BLOK II_4_4;1;13,7;2,6;0,19;289;13/04/2022;9:45;;;;
1509;;BLOK II_4_5;2;128,5;33,1;0,26;3678;13/04/2022;9:45;;;;
1510;;BLOK II_4_6;4;231;51,1;0,22;5678;13/04/2022;9:45;;;;
1511;;BLOK II_4_7;3;200,6;49,1;0,24;5456;13/04/2022;9:45;;;;
1512;;BLOK II_4_8;1;88,6;21,6;0,24;2400;13/04/2022;9:45;;;;
1513;;BLOK II_4_9;3;167,2;42,6;0,25;4733;13/04/2022;9:45;;;;
1514;;BLOK II_4_10;1;36,1;10,1;0,28;1122;13/04/2022;9:45;;;;
1515;;BLOK II_4_11;3;205,5;54,1;0,26;6011;13/04/2022;9:45;;;;
1516;;BLOK II_4_12;1;22;8,1;0,37;900;13/04/2022;9:45;;;;
1517;;BLOK II_4_13;3;167,6;45,6;0,27;5067;13/04/2022;9:45;;;;
1518;;BLOK II_4_14;3;146,2;33,6;0,23;3733;13/04/2022;9:45;;;;
1519;;BLOK II_4_15;3;87,2;18,6;0,21;2067;13/04/2022;9:45;;;;
1520;;BLOK II_4_16;2;74;16,1;0,22;1789;13/04/2022;9:45;;;;
1521;;BLOK II_4_17;2;89,6;21,1;0,24;2344;13/04/2022;9:45;;;;
1522;;BLOK II_4_18;3;146,4;34,6;0,24;3844;13/04/2022;9:45;;;;
1523;;BLOK II_4_19;2;92,2;20,6;0,22;2289;13/04/2022;9:45;;;;
1524;;BLOK II_4_20;3;273,9;67,6;0,25;7511;13/04/2022;9:45;;;;
1525;;BLOK II_4_21;0;-4,9;-4,9;1;-544;13/04/2022;9:45;;;;
1526;;BLOK II_4_22;1;23,5;5,6;0,24;622;13/04/2022;9:45;;;;
1527;;BLOK II_4_23;3;309,5;74,1;0,24;8233;13/04/2022;9:45;;;;
1528;;BLOK II_4_24;3;172,7;44,1;0,26;4900;13/04/2022;9:45;;;;
1529;;BLOK II_4_25;5;340,8;80,1;0,24;8900;13/04/2022;9:45;;;;
1530;;BLOK II_4_26;2;58,6;13,1;0,22;1456;13/04/2022;9:45;;;;
1531;;BLOK II_4_27;2;49,3;11,6;0,24;1289;13/04/2022;9:45;;;;
1532;;BLOK II_4_28;2;127,5;31,1;0,24;3456;13/04/2022;9:45;;;;
1533;;BLOK II_4_29;2;97,4;25,6;0,26;2844;13/04/2022;9:45;;;;
1534;;BLOK II_4_30;1;43,2;13,1;0,3;1456;13/04/2022;9:45;;;;
1535;;BLOK II_4_31;2;152,9;40,6;0,27;4511;13/04/2022;9:45;;;;
1536;;BLOK II_4_32;3;175,3;41,6;0,24;4622;13/04/2022;9:45;;;;
1537;x;BLOK II_5_1;2;129,7;29,6;0,23;3289;13/04/2022;9:53;;;;
1538;x;BLOK II_5_2;2;109,7;25,6;0,23;2844;13/04/2022;9:53;;;;
1539;x;BLOK II_5_3;2;127,8;33,6;0,26;3733;13/04/2022;9:53;;;;
1540;x;BLOK II_5_4;1;6,7;1,4;0,21;156;13/04/2022;9:53;;;;
1541;x;BLOK II_5_5;3;142,5;34,8;0,24;3867;13/04/2022;9:53;;;;
1542;x;BLOK II_5_6;1;26,5;8,7;0,33;967;13/04/2022;9:53;;;;
1543;x;BLOK II_5_7;1;-4,9;-4,9;1;-544;13/04/2022;9:53;;;;
1544;x;BLOK II_5_8;2;141,9;36,6;0,26;4067;13/04/2022;9:53;;;;
1545;x;BLOK II_5_9;2;122,2;31,7;0,26;3522;13/04/2022;9:53;;;;
1546;x;BLOK II_5_10;3;164,6;39,1;0,24;4344;13/04/2022;9:53;;;;
1547;x;BLOK II_5_11;2;103,3;31;0,3;3444;13/04/2022;9:53;;;;
1548;x;BLOK II_5_12;2;128,1;29,3;0,23;3256;13/04/2022;9:53;;;;
1549;x;BLOK II_5_13;3;158,4;41,5;0,26;4611;13/04/2022;9:53;;;;
1550;x;BLOK II_5_14;3;191,6;47,6;0,25;5289;13/04/2022;9:53;;;;
1551;x;BLOK II_5_15;2;132,1;31,7;0,24;3522;13/04/2022;9:53;;;;
1552;x;BLOK II_5_16;2;88,7;21;0,24;2333;13/04/2022;9:53;;;;
1553;x;BLOK II_5_17;2;133,3;35;0,26;3889;13/04/2022;9:53;;;;
1554;x;BLOK II_5_18;2;135,2;35,3;0,26;3922;13/04/2022;9:53;;;;
1555;x;BLOK II_5_19;1;103,6;33;0,32;3667;13/04/2022;9:53;;;;
1556;x;BLOK II_5_20;0;-4,9;-4,9;1;-544;13/04/2022;9:53;;;;
1557;x;BLOK II_5_21;0;-4,9;-4,9;1;-544;13/04/2022;9:53;;;;
1558;x;BLOK II_5_22;1;44,7;12,6;0,28;1400;13/04/2022;9:53;;;;
1559;x;BLOK II_5_23;2;115,9;29,6;0,26;3289;13/04/2022;9:53;;;;
1560;x;BLOK II_5_24;1;84,7;24,1;0,28;2678;13/04/2022;9:53;;;;
1561;x;BLOK II_5_25;1;68;18,6;0,27;2067;13/04/2022;9:53;;;;
1562;x;BLOK II_5_26;2;111,5;29,9;0,27;3322;13/04/2022;9:53;;;;
1563;x;BLOK II_5_27;1;35,1;13,5;0,38;1500;13/04/2022;9:53;;;;
1564;x;BLOK II_5_28;2;144,6;38,7;0,27;4300;13/04/2022;9:53;;;;
1565;x;BLOK II_5_29;2;130,1;35,2;0,27;3911;13/04/2022;9:53;;;;
1566;x;BLOK II_5_30;3;210,2;58,5;0,28;6500;13/04/2022;9:53;;;;
1567;x;BLOK II_5_31;5;395,2;98,6;0,25;10956;13/04/2022;9:53;;;;
1568;x;BLOK II_5_32;2;161,1;45,2;0,28;5022;13/04/2022;9:53;;;;
1569;x;BLOK II_6_1;1;7,9;1,6;0,2;178;13/04/2022;9:57;;;;
1570;x;BLOK II_6_2;1;16,8;4,1;0,24;456;13/04/2022;9:57;;;;
1571;x;BLOK II_6_3;2;146,6;39,6;0,27;4400;13/04/2022;9:57;;;;
1572;x;BLOK II_6_4;3;230,6;53,9;0,23;5989;13/04/2022;9:57;;;;
1573;x;BLOK II_6_5;3;204,3;48,4;0,24;5378;13/04/2022;9:57;;;;
1574;x;BLOK II_6_6;3;206,2;51;0,25;5667;13/04/2022;9:57;;;;
1575;x;BLOK II_6_7;1;14,1;4,9;0,35;544;13/04/2022;9:57;;;;
1576;x;BLOK II_6_8;5;221,8;46,1;0,21;5122;13/04/2022;9:57;;;;
1577;x;BLOK II_6_9;0;-4,9;-4,9;1;-544;13/04/2022;9:57;;;;
1578;x;BLOK II_6_10;4;245,4;56,9;0,23;6322;13/04/2022;9:57;;;;
1579;x;BLOK II_6_11;2;147,7;42,2;0,29;4689;13/04/2022;9:57;;;;
1580;x;BLOK II_6_12;2;104,6;25;0,24;2778;13/04/2022;9:57;;;;
1581;x;BLOK II_6_13;3;254;58,8;0,23;6533;13/04/2022;9:57;;;;
1582;x;BLOK II_6_14;1;73,4;19,7;0,27;2189;13/04/2022;9:57;;;;
1583;x;BLOK II_6_15;2;123,8;31,3;0,25;3478;13/04/2022;9:57;;;;
1584;x;BLOK II_6_16;2;125,5;30;0,24;3333;13/04/2022;9:57;;;;
1585;x;BLOK II_6_17;3;137,7;31,5;0,23;3500;13/04/2022;9:57;;;;
1586;x;BLOK II_6_18;2;69,6;19,3;0,28;2144;13/04/2022;9:57;;;;
1587;x;BLOK II_6_19;3;198,3;43,3;0,22;4811;13/04/2022;9:57;;;;
1588;x;BLOK II_6_20;4;231,4;55;0,24;6111;13/04/2022;9:57;;;;
1589;x;BLOK II_6_21;1;-4,9;-4,9;1;-544;13/04/2022;9:57;;;;
1590;x;BLOK II_6_22;2;151,8;34,2;0,23;3800;13/04/2022;9:57;;;;
1591;x;BLOK II_6_23;3;202,4;43,2;0,21;4800;13/04/2022;9:57;;;;
1592;x;BLOK II_6_24;3;123,6;29;0,23;3222;13/04/2022;9:57;;;;
1593;x;BLOK II_6_25;2;103,5;24;0,23;2667;13/04/2022;9:57;;;;
1594;x;BLOK II_6_26;3;219,5;47,7;0,22;5300;13/04/2022;9:57;;;;
1595;x;BLOK II_6_27;3;139,5;30;0,22;3333;13/04/2022;9:57;;;;
1596;x;BLOK II_6_28;1;-4,9;-4,9;1;-544;13/04/2022;9:57;;;;
